IDDE;DNI1;DNI2;PERIODO;ID_SERVI;NOMBRE_SERVI;CODI_SENTI;PATENTE;CODI_EXPE;FECH_CHI;FECH_UTC;POSI_PUNTO;LATITUD;LONGITUD;VELOCIDAD;PASO_HORA_CHL;PASO_HORA_UTC;PERIODO_HORA;VALIDA;EXTRA
FVGC37-01/06/2021 08:12:33-1;96711420;77130027;202106;376;104;0;FVGC37;22549553;01/06/2021 08:12:33;01/06/2021 12:12:33;1;-23,550463;-70,387078;15;01/06/2021 08:12:33;01/06/2021 12:12:33;08;1;0
FVGC37-01/06/2021 08:12:33-2;96711420;77130027;202106;376;104;0;FVGC37;22549553;01/06/2021 08:12:33;01/06/2021 12:12:33;2;-23,560318;-70,391157;43;01/06/2021 08:16:34;01/06/2021 12:16:34;08;1;0
FVGC37-01/06/2021 09:54:31-2;96711420;77130027;202106;376;104;1;FVGC37;22555671;01/06/2021 09:54:31;01/06/2021 13:54:31;2;-23,701838;-70,423350;65;01/06/2021 09:54:31;01/06/2021 13:54:31;09;1;0
FVGC37-01/06/2021 11:51:36-1;96711420;77130027;202106;376;104;0;FVGC37;22562696;01/06/2021 11:51:36;01/06/2021 15:51:36;1;-23,550448;-70,386955;11;01/06/2021 11:51:36;01/06/2021 15:51:36;11;1;0
FVGC37-01/06/2021 13:34:00-2;96711420;77130027;202106;376;104;1;FVGC37;22568840;01/06/2021 13:34:00;01/06/2021 17:34:00;2;-23,701940;-70,423357;0;01/06/2021 13:34:00;01/06/2021 17:34:00;13;1;0
FVGC37-01/06/2021 13:34:00-29;96711420;77130027;202106;376;104;1;FVGC37;22568840;01/06/2021 13:34:00;01/06/2021 17:34:00;29;-23,554757;-70,391253;59;01/06/2021 15:02:32;01/06/2021 19:02:32;13;1;0
HYYY47-01/06/2021 08:32:35-1;96711420;77130027;202106;376;104;0;HYYY47;22550755;01/06/2021 08:32:35;01/06/2021 12:32:35;1;-23,550687;-70,388212;18;01/06/2021 08:32:35;01/06/2021 12:32:35;08;0;0
HYYY47-01/06/2021 08:32:35-2;96711420;77130027;202106;376;104;0;HYYY47;22550755;01/06/2021 08:32:35;01/06/2021 12:32:35;2;-23,558768;-70,391208;36;01/06/2021 08:36:00;01/06/2021 12:36:00;08;0;0
HYYY47-01/06/2021 08:32:35-18;96711420;77130027;202106;376;104;0;HYYY47;22550755;01/06/2021 08:32:35;01/06/2021 12:32:35;18;-23,734992;-70,440377;50;01/06/2021 09:59:34;01/06/2021 13:59:34;08;0;0
HYYY47-01/06/2021 10:13:32-2;96711420;77130027;202106;376;104;1;HYYY47;22556812;01/06/2021 10:13:32;01/06/2021 14:13:32;2;-23,701800;-70,423320;51;01/06/2021 10:13:32;01/06/2021 14:13:32;10;1;0
HYYY47-01/06/2021 12:16:32-1;96711420;77130027;202106;376;104;0;HYYY47;22564192;01/06/2021 12:16:32;01/06/2021 16:16:32;1;-23,550713;-70,388242;25;01/06/2021 12:16:32;01/06/2021 16:16:32;12;1;0
HYYY47-01/06/2021 12:16:32-2;96711420;77130027;202106;376;104;0;HYYY47;22564192;01/06/2021 12:16:32;01/06/2021 16:16:32;2;-23,560107;-70,391178;42;01/06/2021 12:19:01;01/06/2021 16:19:01;12;1;0
HYYY47-01/06/2021 15:27:33-29;96711420;77130027;202106;376;104;1;HYYY47;22575653;01/06/2021 15:27:33;01/06/2021 19:27:33;29;-23,554843;-70,391267;59;01/06/2021 15:27:33;01/06/2021 19:27:33;15;1;0
HYYY47-01/06/2021 19:09:32-29;96711420;77130027;202106;376;104;1;HYYY47;22588972;01/06/2021 19:09:32;01/06/2021 23:09:32;29;-23,556217;-70,391213;59;01/06/2021 19:09:32;01/06/2021 23:09:32;19;1;0
FPRY34-01/06/2021 07:56:02-1;96711420;77130027;202106;376;104;0;FPRY34;22548562;01/06/2021 07:56:02;01/06/2021 11:56:02;1;-23,550437;-70,386822;18;01/06/2021 07:56:02;01/06/2021 11:56:02;07;1;0
FPRY34-01/06/2021 07:56:02-2;96711420;77130027;202106;376;104;0;FPRY34;22548562;01/06/2021 07:56:02;01/06/2021 11:56:02;2;-23,559820;-70,391183;52;01/06/2021 07:59:33;01/06/2021 11:59:33;07;1;0
FPRY34-01/06/2021 11:31:09-1;96711420;77130027;202106;376;104;0;FPRY34;22561469;01/06/2021 11:31:09;01/06/2021 15:31:09;1;-23,550497;-70,387280;18;01/06/2021 11:31:09;01/06/2021 15:31:09;11;1;0
FPRY34-01/06/2021 11:31:09-2;96711420;77130027;202106;376;104;0;FPRY34;22561469;01/06/2021 11:31:09;01/06/2021 15:31:09;2;-23,559333;-70,391197;41;01/06/2021 11:34:05;01/06/2021 15:34:05;11;1;0
FPRY34-01/06/2021 13:12:07-2;96711420;77130027;202106;376;104;1;FPRY34;22567527;01/06/2021 13:12:07;01/06/2021 17:12:07;2;-23,701837;-70,423325;14;01/06/2021 13:12:07;01/06/2021 17:12:07;13;1;0
FPRY34-01/06/2021 15:01:02-1;96711420;77130027;202106;376;104;0;FPRY34;22574062;01/06/2021 15:01:02;01/06/2021 19:01:02;1;-23,550508;-70,387457;9;01/06/2021 15:01:02;01/06/2021 19:01:02;15;1;0
FPRY34-01/06/2021 16:34:03-1;96711420;77130027;202106;376;104;1;FPRY34;22579643;01/06/2021 16:34:03;01/06/2021 20:34:03;1;-23,734528;-70,440130;30;01/06/2021 16:34:03;01/06/2021 20:34:03;16;0;0
FPRY34-01/06/2021 16:34:03-2;96711420;77130027;202106;376;104;1;FPRY34;22579643;01/06/2021 16:34:03;01/06/2021 20:34:03;2;-23,701858;-70,423337;19;01/06/2021 16:42:30;01/06/2021 20:42:30;16;0;0
FPRY34-01/06/2021 16:34:03-29;96711420;77130027;202106;376;104;1;FPRY34;22579643;01/06/2021 16:34:03;01/06/2021 20:34:03;29;-23,554878;-70,391232;37;01/06/2021 18:31:35;01/06/2021 22:31:35;16;0;0
FPRY34-01/06/2021 18:44:33-1;96711420;77130027;202106;376;104;0;FPRY34;22587473;01/06/2021 18:44:33;01/06/2021 22:44:33;1;-23,550520;-70,387665;21;01/06/2021 18:44:33;01/06/2021 22:44:33;18;1;0
FPRY34-01/06/2021 18:44:33-2;96711420;77130027;202106;376;104;0;FPRY34;22587473;01/06/2021 18:44:33;01/06/2021 22:44:33;2;-23,559490;-70,391198;45;01/06/2021 18:49:31;01/06/2021 22:49:31;18;1;0
CGJX40-01/06/2021 08:41:02-1;96711420;77130027;202106;376;104;0;CGJX40;22551262;01/06/2021 08:41:02;01/06/2021 12:41:02;1;-23,550502;-70,387337;22;01/06/2021 08:41:02;01/06/2021 12:41:02;08;1;0
CGJX40-01/06/2021 08:41:02-2;96711420;77130027;202106;376;104;0;CGJX40;22551262;01/06/2021 08:41:02;01/06/2021 12:41:02;2;-23,559795;-70,391212;29;01/06/2021 08:44:03;01/06/2021 12:44:03;08;1;0
CGJX40-01/06/2021 10:20:00-2;96711420;77130027;202106;376;104;1;CGJX40;22557200;01/06/2021 10:20:00;01/06/2021 14:20:00;2;-23,702790;-70,423643;46;01/06/2021 10:20:00;01/06/2021 14:20:00;10;1;0
CGJX40-01/06/2021 12:27:02-1;96711420;77130027;202106;376;104;0;CGJX40;22564822;01/06/2021 12:27:02;01/06/2021 16:27:02;1;-23,550562;-70,387445;13;01/06/2021 12:27:02;01/06/2021 16:27:02;12;0;0
CGJX40-01/06/2021 12:27:02-2;96711420;77130027;202106;376;104;0;CGJX40;22564822;01/06/2021 12:27:02;01/06/2021 16:27:02;2;-23,559532;-70,391237;30;01/06/2021 12:30:30;01/06/2021 16:30:30;12;0;0
CGJX40-01/06/2021 12:27:02-18;96711420;77130027;202106;376;104;0;CGJX40;22564822;01/06/2021 12:27:02;01/06/2021 16:27:02;18;-23,735435;-70,440517;47;01/06/2021 13:56:02;01/06/2021 17:56:02;12;0;0
CGJX40-01/06/2021 14:02:30-1;96711420;77130027;202106;376;104;1;CGJX40;22570550;01/06/2021 14:02:30;01/06/2021 18:02:30;1;-23,735612;-70,440510;23;01/06/2021 14:02:30;01/06/2021 18:02:30;14;1;0
CGJX40-01/06/2021 14:02:30-2;96711420;77130027;202106;376;104;1;CGJX40;22570550;01/06/2021 14:02:30;01/06/2021 18:02:30;2;-23,702813;-70,423652;42;01/06/2021 14:08:03;01/06/2021 18:08:03;14;1;0
CGJX40-01/06/2021 15:53:01-1;96711420;77130027;202106;376;104;0;CGJX40;22577181;01/06/2021 15:53:01;01/06/2021 19:53:01;1;-23,550473;-70,387098;19;01/06/2021 15:53:01;01/06/2021 19:53:01;15;1;0
CGJX40-01/06/2021 15:53:01-18;96711420;77130027;202106;376;104;0;CGJX40;22577181;01/06/2021 15:53:01;01/06/2021 19:53:01;18;-23,735142;-70,440352;52;01/06/2021 17:17:21;01/06/2021 21:17:21;15;1;0
CGJX40-01/06/2021 17:31:34-2;96711420;77130027;202106;376;104;1;CGJX40;22583094;01/06/2021 17:31:34;01/06/2021 21:31:34;2;-23,701527;-70,423232;21;01/06/2021 17:31:34;01/06/2021 21:31:34;17;1;0
CGJX40-01/06/2021 17:31:34-29;96711420;77130027;202106;376;104;1;CGJX40;22583094;01/06/2021 17:31:34;01/06/2021 21:31:34;29;-23,554868;-70,391348;35;01/06/2021 19:35:02;01/06/2021 23:35:02;17;1;0
FXRR73-01/06/2021 06:07:09-1;96711420;77130027;202106;376;104;0;FXRR73;22542029;01/06/2021 06:07:09;01/06/2021 10:07:09;1;-23,550467;-70,386845;25;01/06/2021 06:07:09;01/06/2021 10:07:09;06;1;0
FXRR73-01/06/2021 06:07:09-18;96711420;77130027;202106;376;104;0;FXRR73;22542029;01/06/2021 06:07:09;01/06/2021 10:07:09;18;-23,734138;-70,439845;64;01/06/2021 07:33:31;01/06/2021 11:33:31;06;1;0
FXRR73-01/06/2021 07:49:05-2;96711420;77130027;202106;376;104;1;FXRR73;22548145;01/06/2021 07:49:05;01/06/2021 11:49:05;2;-23,702237;-70,423497;47;01/06/2021 07:49:05;01/06/2021 11:49:05;07;1;0
FXRR73-01/06/2021 07:49:05-29;96711420;77130027;202106;376;104;1;FXRR73;22548145;01/06/2021 07:49:05;01/06/2021 11:49:05;29;-23,555113;-70,391300;42;01/06/2021 09:17:31;01/06/2021 13:17:31;07;1;0
FXRR73-01/06/2021 09:36:06-1;96711420;77130027;202106;376;104;0;FXRR73;22554566;01/06/2021 09:36:06;01/06/2021 13:36:06;1;-23,550610;-70,387905;19;01/06/2021 09:36:06;01/06/2021 13:36:06;09;1;0
FXRR73-01/06/2021 11:06:04-1;96711420;77130027;202106;376;104;1;FXRR73;22559964;01/06/2021 11:06:04;01/06/2021 15:06:04;1;-23,735460;-70,440495;39;01/06/2021 11:06:04;01/06/2021 15:06:04;11;0;0
FXRR73-01/06/2021 11:06:04-2;96711420;77130027;202106;376;104;1;FXRR73;22559964;01/06/2021 11:06:04;01/06/2021 15:06:04;2;-23,702900;-70,423683;34;01/06/2021 11:13:38;01/06/2021 15:13:38;11;0;0
FXRR73-01/06/2021 11:06:04-29;96711420;77130027;202106;376;104;1;FXRR73;22559964;01/06/2021 11:06:04;01/06/2021 15:06:04;29;-23,555888;-70,391253;49;01/06/2021 12:47:38;01/06/2021 16:47:38;11;0;0
FXRR73-01/06/2021 13:11:04-1;96711420;77130027;202106;376;104;0;FXRR73;22567464;01/06/2021 13:11:04;01/06/2021 17:11:04;1;-23,550588;-70,387805;18;01/06/2021 13:11:04;01/06/2021 17:11:04;13;0;0
FXRR73-01/06/2021 13:11:04-2;96711420;77130027;202106;376;104;0;FXRR73;22567464;01/06/2021 13:11:04;01/06/2021 17:11:04;2;-23,559318;-70,391178;30;01/06/2021 13:14:37;01/06/2021 17:14:37;13;0;0
FXRR73-01/06/2021 13:11:04-18;96711420;77130027;202106;376;104;0;FXRR73;22567464;01/06/2021 13:11:04;01/06/2021 17:11:04;18;-23,734660;-70,440215;53;01/06/2021 14:36:38;01/06/2021 18:36:38;13;0;0
FXRR73-01/06/2021 14:39:31-1;96711420;77130027;202106;376;104;1;FXRR73;22572771;01/06/2021 14:39:31;01/06/2021 18:39:31;1;-23,735435;-70,440488;32;01/06/2021 14:39:31;01/06/2021 18:39:31;14;1;0
FXRR73-01/06/2021 14:39:31-29;96711420;77130027;202106;376;104;1;FXRR73;22572771;01/06/2021 14:39:31;01/06/2021 18:39:31;29;-23,554588;-70,391283;51;01/06/2021 16:23:37;01/06/2021 20:23:37;14;1;0
FXRR73-01/06/2021 16:51:39-1;96711420;77130027;202106;376;104;0;FXRR73;22580699;01/06/2021 16:51:39;01/06/2021 20:51:39;1;-23,550565;-70,387835;12;01/06/2021 16:51:39;01/06/2021 20:51:39;16;1;0
FXRR73-01/06/2021 16:51:39-18;96711420;77130027;202106;376;104;0;FXRR73;22580699;01/06/2021 16:51:39;01/06/2021 20:51:39;18;-23,734948;-70,440348;58;01/06/2021 18:28:31;01/06/2021 22:28:31;16;1;0
FXRR73-01/06/2021 18:30:01-1;96711420;77130027;202106;376;104;1;FXRR73;22586601;01/06/2021 18:30:01;01/06/2021 22:30:01;1;-23,735207;-70,440428;59;01/06/2021 18:30:01;01/06/2021 22:30:01;18;1;0
FXRR73-01/06/2021 18:30:01-29;96711420;77130027;202106;376;104;1;FXRR73;22586601;01/06/2021 18:30:01;01/06/2021 22:30:01;29;-23,554928;-70,391272;48;01/06/2021 20:02:37;02/06/2021 00:02:37;18;1;0
FXZW83-01/06/2021 06:58:11-1;96711420;77130027;202106;376;104;0;FXZW83;22545091;01/06/2021 06:58:11;01/06/2021 10:58:11;1;-23,550707;-70,388295;34;01/06/2021 06:58:11;01/06/2021 10:58:11;06;1;0
FXZW83-01/06/2021 06:58:11-2;96711420;77130027;202106;376;104;0;FXZW83;22545091;01/06/2021 06:58:11;01/06/2021 10:58:11;2;-23,558770;-70,391227;69;01/06/2021 07:01:01;01/06/2021 11:01:01;06;1;0
FXZW83-01/06/2021 08:30:33-1;96711420;77130027;202106;376;104;1;FXZW83;22550633;01/06/2021 08:30:33;01/06/2021 12:30:33;1;-23,734908;-70,440318;28;01/06/2021 08:30:33;01/06/2021 12:30:33;08;1;0
FXZW83-01/06/2021 08:30:33-29;96711420;77130027;202106;376;104;1;FXZW83;22550633;01/06/2021 08:30:33;01/06/2021 12:30:33;29;-23,556102;-70,391203;41;01/06/2021 10:05:13;01/06/2021 14:05:13;08;1;0
FXZW83-01/06/2021 10:21:02-1;96711420;77130027;202106;376;104;0;FXZW83;22557262;01/06/2021 10:21:02;01/06/2021 14:21:02;1;-23,550498;-70,387552;17;01/06/2021 10:21:02;01/06/2021 14:21:02;10;0;0
FXZW83-01/06/2021 10:21:02-2;96711420;77130027;202106;376;104;0;FXZW83;22557262;01/06/2021 10:21:02;01/06/2021 14:21:02;2;-23,559628;-70,391205;39;01/06/2021 10:24:04;01/06/2021 14:24:04;10;0;0
FXZW83-01/06/2021 10:21:02-18;96711420;77130027;202106;376;104;0;FXZW83;22557262;01/06/2021 10:21:02;01/06/2021 14:21:02;18;-23,735198;-70,440438;42;01/06/2021 11:49:04;01/06/2021 15:49:04;10;0;0
FXZW83-01/06/2021 13:28:30-29;96711420;77130027;202106;376;104;1;FXZW83;22568510;01/06/2021 13:28:30;01/06/2021 17:28:30;29;-23,555913;-70,391187;49;01/06/2021 13:28:30;01/06/2021 17:28:30;13;1;0
FXZW83-01/06/2021 13:57:09-2;96711420;77130027;202106;376;104;0;FXZW83;22570229;01/06/2021 13:57:09;01/06/2021 17:57:09;2;-23,559195;-70,391197;38;01/06/2021 13:57:09;01/06/2021 17:57:09;13;1;0
FXZW83-01/06/2021 15:35:51-2;96711420;77130027;202106;376;104;1;FXZW83;22576151;01/06/2021 15:35:51;01/06/2021 19:35:51;2;-23,702780;-70,423668;52;01/06/2021 15:35:51;01/06/2021 19:35:51;15;1;0
FXZW83-01/06/2021 15:35:51-29;96711420;77130027;202106;376;104;1;FXZW83;22576151;01/06/2021 15:35:51;01/06/2021 19:35:51;29;-23,555595;-70,391353;13;01/06/2021 17:28:01;01/06/2021 21:28:01;15;1;0
ZR1738-01/06/2021 05:52:40-1;96711420;77130027;202106;376;104;0;ZR1738;22541160;01/06/2021 05:52:40;01/06/2021 09:52:40;1;-23,550545;-70,387805;16;01/06/2021 05:52:40;01/06/2021 09:52:40;05;1;0
ZR1738-01/06/2021 05:52:40-18;96711420;77130027;202106;376;104;0;ZR1738;22541160;01/06/2021 05:52:40;01/06/2021 09:52:40;18;-23,734083;-70,439837;44;01/06/2021 07:22:31;01/06/2021 11:22:31;05;1;0
ZR1738-01/06/2021 07:35:04-2;96711420;77130027;202106;376;104;1;ZR1738;22547304;01/06/2021 07:35:04;01/06/2021 11:35:04;2;-23,701477;-70,423203;41;01/06/2021 07:35:04;01/06/2021 11:35:04;07;1;0
ZR1738-01/06/2021 09:16:31-1;96711420;77130027;202106;376;104;0;ZR1738;22553391;01/06/2021 09:16:31;01/06/2021 13:16:31;1;-23,550522;-70,387670;10;01/06/2021 09:16:31;01/06/2021 13:16:31;09;1;0
ZR1738-01/06/2021 10:58:08-2;96711420;77130027;202106;376;104;1;ZR1738;22559488;01/06/2021 10:58:08;01/06/2021 14:58:08;2;-23,701753;-70,423348;45;01/06/2021 10:58:08;01/06/2021 14:58:08;10;1;0
ZR1738-01/06/2021 12:56:32-1;96711420;77130027;202106;376;104;0;ZR1738;22566592;01/06/2021 12:56:32;01/06/2021 16:56:32;1;-23,550597;-70,387910;15;01/06/2021 12:56:32;01/06/2021 16:56:32;12;1;0
ZR1738-01/06/2021 14:38:09-2;96711420;77130027;202106;376;104;1;ZR1738;22572689;01/06/2021 14:38:09;01/06/2021 18:38:09;2;-23,701993;-70,423412;72;01/06/2021 14:38:09;01/06/2021 18:38:09;14;1;0
ZR1738-01/06/2021 19:48:30-29;96711420;77130027;202106;376;104;1;ZR1738;22591310;01/06/2021 19:48:30;01/06/2021 23:48:30;29;-23,555585;-70,391227;45;01/06/2021 19:48:30;01/06/2021 23:48:30;19;1;0
JPRZ38-01/06/2021 05:32:33-1;96711420;77130027;202106;376;104;0;JPRZ38;22539953;01/06/2021 05:32:33;01/06/2021 09:32:33;1;-23,550523;-70,387688;15;01/06/2021 05:32:33;01/06/2021 09:32:33;05;1;0
JPRZ38-01/06/2021 05:32:33-18;96711420;77130027;202106;376;104;0;JPRZ38;22539953;01/06/2021 05:32:33;01/06/2021 09:32:33;18;-23,735407;-70,440500;44;01/06/2021 07:00:37;01/06/2021 11:00:37;05;1;0
JPRZ38-01/06/2021 08:44:03-29;96711420;77130027;202106;376;104;1;JPRZ38;22551443;01/06/2021 08:44:03;01/06/2021 12:44:03;29;-23,556072;-70,391238;49;01/06/2021 08:44:03;01/06/2021 12:44:03;08;1;0
JPRZ38-01/06/2021 08:56:02-1;96711420;77130027;202106;376;104;0;JPRZ38;22552162;01/06/2021 08:56:02;01/06/2021 12:56:02;1;-23,550490;-70,387247;29;01/06/2021 08:56:02;01/06/2021 12:56:02;08;0;0
JPRZ38-01/06/2021 08:56:02-2;96711420;77130027;202106;376;104;0;JPRZ38;22552162;01/06/2021 08:56:02;01/06/2021 12:56:02;2;-23,559237;-70,391200;40;01/06/2021 08:58:32;01/06/2021 12:58:32;08;0;0
JPRZ38-01/06/2021 08:56:02-18;96711420;77130027;202106;376;104;0;JPRZ38;22552162;01/06/2021 08:56:02;01/06/2021 12:56:02;18;-23,735298;-70,440455;59;01/06/2021 10:25:13;01/06/2021 14:25:13;08;0;0
JPRZ38-01/06/2021 12:11:38-29;96711420;77130027;202106;376;104;1;JPRZ38;22563898;01/06/2021 12:11:38;01/06/2021 16:11:38;29;-23,556120;-70,391170;37;01/06/2021 12:11:38;01/06/2021 16:11:38;12;1;0
JPRZ38-01/06/2021 12:36:00-1;96711420;77130027;202106;376;104;0;JPRZ38;22565360;01/06/2021 12:36:00;01/06/2021 16:36:00;1;-23,550522;-70,387545;9;01/06/2021 12:36:00;01/06/2021 16:36:00;12;1;0
JPRZ38-01/06/2021 12:36:00-2;96711420;77130027;202106;376;104;0;JPRZ38;22565360;01/06/2021 12:36:00;01/06/2021 16:36:00;2;-23,558913;-70,391237;16;01/06/2021 12:39:02;01/06/2021 16:39:02;12;1;0
JPRZ38-01/06/2021 14:10:03-1;96711420;77130027;202106;376;104;1;JPRZ38;22571003;01/06/2021 14:10:03;01/06/2021 18:10:03;1;-23,734713;-70,440205;31;01/06/2021 14:10:03;01/06/2021 18:10:03;14;1;0
JPRZ38-01/06/2021 14:10:03-29;96711420;77130027;202106;376;104;1;JPRZ38;22571003;01/06/2021 14:10:03;01/06/2021 18:10:03;29;-23,555700;-70,391215;56;01/06/2021 15:47:34;01/06/2021 19:47:34;14;1;0
JPRZ38-01/06/2021 16:03:04-1;96711420;77130027;202106;376;104;0;JPRZ38;22577784;01/06/2021 16:03:04;01/06/2021 20:03:04;1;-23,550558;-70,387865;19;01/06/2021 16:03:04;01/06/2021 20:03:04;16;1;0
JPRZ38-01/06/2021 16:03:04-2;96711420;77130027;202106;376;104;0;JPRZ38;22577784;01/06/2021 16:03:04;01/06/2021 20:03:04;2;-23,559945;-70,391180;48;01/06/2021 16:06:34;01/06/2021 20:06:34;16;1;0
JPRZ38-01/06/2021 17:34:02-1;96711420;77130027;202106;376;104;1;JPRZ38;22583242;01/06/2021 17:34:02;01/06/2021 21:34:02;1;-23,735242;-70,440425;43;01/06/2021 17:34:02;01/06/2021 21:34:02;17;0;0
JPRZ38-01/06/2021 17:34:02-2;96711420;77130027;202106;376;104;1;JPRZ38;22583242;01/06/2021 17:34:02;01/06/2021 21:34:02;2;-23,702370;-70,423520;35;01/06/2021 17:42:10;01/06/2021 21:42:10;17;0;0
JPRZ38-01/06/2021 17:34:02-29;96711420;77130027;202106;376;104;1;JPRZ38;22583242;01/06/2021 17:34:02;01/06/2021 21:34:02;29;-23,555908;-70,391360;44;01/06/2021 19:28:00;01/06/2021 23:28:00;17;0;0
JWYJ53-01/06/2021 06:27:06-1;96711420;77130027;202106;376;104;0;JWYJ53;22543226;01/06/2021 06:27:06;01/06/2021 10:27:06;1;-23,550452;-70,386872;16;01/06/2021 06:27:06;01/06/2021 10:27:06;06;1;0
JWYJ53-01/06/2021 06:27:06-2;96711420;77130027;202106;376;104;0;JWYJ53;22543226;01/06/2021 06:27:06;01/06/2021 10:27:06;2;-23,558973;-70,391180;43;01/06/2021 06:31:06;01/06/2021 10:31:06;06;1;0
JWYJ53-01/06/2021 07:59:15-1;96711420;77130027;202106;376;104;1;JWYJ53;22548755;01/06/2021 07:59:15;01/06/2021 11:59:15;1;-23,735672;-70,440582;68;01/06/2021 07:59:15;01/06/2021 11:59:15;07;1;0
LVKR46-01/06/2021 05:47:04-1;96711420;77130027;202106;376;104;0;LVKR46;22540824;01/06/2021 05:47:04;01/06/2021 09:47:04;1;-23,550413;-70,386640;22;01/06/2021 05:47:04;01/06/2021 09:47:04;05;1;0
LVKR46-01/06/2021 05:47:04-2;96711420;77130027;202106;376;104;0;LVKR46;22540824;01/06/2021 05:47:04;01/06/2021 09:47:04;2;-23,558928;-70,391227;36;01/06/2021 05:50:00;01/06/2021 09:50:00;05;1;0
LVKR46-01/06/2021 07:22:31-1;96711420;77130027;202106;376;104;1;LVKR46;22546551;01/06/2021 07:22:31;01/06/2021 11:22:31;1;-23,735860;-70,440615;33;01/06/2021 07:22:31;01/06/2021 11:22:31;07;1;0
LVKR46-01/06/2021 07:22:31-29;96711420;77130027;202106;376;104;1;LVKR46;22546551;01/06/2021 07:22:31;01/06/2021 11:22:31;29;-23,554935;-70,391228;0;01/06/2021 08:59:00;01/06/2021 12:59:00;07;1;0
LVKR46-01/06/2021 09:11:01-1;96711420;77130027;202106;376;104;0;LVKR46;22553061;01/06/2021 09:11:01;01/06/2021 13:11:01;1;-23,550468;-70,387192;27;01/06/2021 09:11:01;01/06/2021 13:11:01;09;1;0
LVKR46-01/06/2021 10:46:02-1;96711420;77130027;202106;376;104;1;LVKR46;22558762;01/06/2021 10:46:02;01/06/2021 14:46:02;1;-23,734452;-70,440108;36;01/06/2021 10:46:02;01/06/2021 14:46:02;10;1;0
LVKR46-01/06/2021 10:46:02-29;96711420;77130027;202106;376;104;1;LVKR46;22558762;01/06/2021 10:46:02;01/06/2021 14:46:02;29;-23,555032;-70,391242;41;01/06/2021 12:24:30;01/06/2021 16:24:30;10;1;0
LVKR46-01/06/2021 12:51:31-1;96711420;77130027;202106;376;104;0;LVKR46;22566291;01/06/2021 12:51:31;01/06/2021 16:51:31;1;-23,550508;-70,387237;22;01/06/2021 12:51:31;01/06/2021 16:51:31;12;1;0
LVKR46-01/06/2021 12:51:31-2;96711420;77130027;202106;376;104;0;LVKR46;22566291;01/06/2021 12:51:31;01/06/2021 16:51:31;2;-23,560025;-70,391208;39;01/06/2021 12:55:01;01/06/2021 16:55:01;12;1;0
LVKR46-01/06/2021 14:31:32-2;96711420;77130027;202106;376;104;1;LVKR46;22572292;01/06/2021 14:31:32;01/06/2021 18:31:32;2;-23,702055;-70,423430;52;01/06/2021 14:31:32;01/06/2021 18:31:32;14;1;0
LVKR46-01/06/2021 16:23:02-1;96711420;77130027;202106;376;104;0;LVKR46;22578982;01/06/2021 16:23:02;01/06/2021 20:23:02;1;-23,550452;-70,386940;21;01/06/2021 16:23:02;01/06/2021 20:23:02;16;0;0
LVKR46-01/06/2021 16:23:02-2;96711420;77130027;202106;376;104;0;LVKR46;22578982;01/06/2021 16:23:02;01/06/2021 20:23:02;2;-23,559123;-70,391218;21;01/06/2021 16:26:03;01/06/2021 20:26:03;16;0;0
LVKR46-01/06/2021 16:23:02-18;96711420;77130027;202106;376;104;0;LVKR46;22578982;01/06/2021 16:23:02;01/06/2021 20:23:02;18;-23,735242;-70,440442;48;01/06/2021 17:52:30;01/06/2021 21:52:30;16;0;0
LVKR46-01/06/2021 18:04:02-2;96711420;77130027;202106;376;104;1;LVKR46;22585042;01/06/2021 18:04:02;01/06/2021 22:04:02;2;-23,702938;-70,423692;58;01/06/2021 18:04:02;01/06/2021 22:04:02;18;1;0
LVKR46-01/06/2021 18:04:02-29;96711420;77130027;202106;376;104;1;LVKR46;22585042;01/06/2021 18:04:02;01/06/2021 22:04:02;29;-23,555572;-70,391312;32;01/06/2021 19:55:01;01/06/2021 23:55:01;18;1;0
ZN7382-01/06/2021 06:01:05-1;96711420;77130027;202106;376;104;0;ZN7382;22541665;01/06/2021 06:01:05;01/06/2021 10:01:05;1;-23,550605;-70,387942;23;01/06/2021 06:01:05;01/06/2021 10:01:05;06;1;0
ZN7382-01/06/2021 07:31:01-1;96711420;77130027;202106;376;104;1;ZN7382;22547061;01/06/2021 07:31:01;01/06/2021 11:31:01;1;-23,734582;-70,440193;35;01/06/2021 07:31:01;01/06/2021 11:31:01;07;1;0
ZN7382-01/06/2021 09:34:34-2;96711420;77130027;202106;376;104;0;ZN7382;22554474;01/06/2021 09:34:34;01/06/2021 13:34:34;2;-23,559360;-70,391240;18;01/06/2021 09:34:34;01/06/2021 13:34:34;09;1;0
ZN7382-01/06/2021 09:34:34-18;96711420;77130027;202106;376;104;0;ZN7382;22554474;01/06/2021 09:34:34;01/06/2021 13:34:34;18;-23,734113;-70,439843;47;01/06/2021 10:58:08;01/06/2021 14:58:08;09;1;0
ZN7382-01/06/2021 11:11:40-2;96711420;77130027;202106;376;104;1;ZN7382;22560300;01/06/2021 11:11:40;01/06/2021 15:11:40;2;-23,702038;-70,423378;12;01/06/2021 11:11:40;01/06/2021 15:11:40;11;1;0
ZN7382-01/06/2021 13:05:36-1;96711420;77130027;202106;376;104;0;ZN7382;22567136;01/06/2021 13:05:36;01/06/2021 17:05:36;1;-23,550572;-70,387472;19;01/06/2021 13:05:36;01/06/2021 17:05:36;13;1;0
